function_name,file,line_number,return_type,category,subcategory,fuzzing_priority,complexity,is_public_api,is_static,description,full_signature, fuzzed
cfDelete,test6.c,661,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int cfDelete(sqlite3_vfs *pCfVfs, const char *zPath, int dirSync){", False
demoDelete,test_demovfs.c,456,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int demoDelete(sqlite3_vfs *pVfs, const char *zPath, int dirSync){", False
devsymDelete,test_devsym.c,63,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int devsymDelete(sqlite3_vfs*, const char *zName, int syncDir);", False
devsymDelete,test_devsym.c,262,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int devsymDelete(sqlite3_vfs *pVfs, const char *zPath, int dirSync){", False
echoBestIndex,test8.c,799,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int echoBestIndex(sqlite3_vtab *tab, sqlite3_index_info *pIdxInfo){", False
echoUpdate,test8.c,965,int,Other,Unknown,High,Low,False,False,Unknown function in Other subsystem,int echoUpdate(, False
explainIndexRange,wherecode.c,87,void,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,"static void explainIndexRange(StrAccum *pStr, WhereLoop *pLoop){", False
exprAnalyze,whereexpr.c,23,void,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static void exprAnalyze(SrcList*, WhereClause*, int);", False
exprAnalyze,whereexpr.c,1101,void,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,static void exprAnalyze(, False
exprAnalyzeOrTerm,whereexpr.c,668,void,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,static void exprAnalyzeOrTerm(, False
exprMightBeIndexed,whereexpr.c,1046,int,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,static int exprMightBeIndexed(, False
exprMightBeIndexed2,whereexpr.c,1075,return,Other,Unknown,High,Medium,False,False,Unknown function in Other subsystem,"return exprMightBeIndexed2(pFrom,aiCurCol,pExpr,i);", False
exprSelectUsage,whereexpr.c,977,Bitmask,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static Bitmask exprSelectUsage(WhereMaskSet *pMaskSet, Select *pS){", False
fixSelectCb,attach.c,476,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int fixSelectCb(Walker *p, Select *pSelect){", False
fkTriggerDelete,fkey.c,688,void,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static void fkTriggerDelete(sqlite3 *dbMem, Trigger *p){", False
fsBestIndex,test_fs.c,762,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int fsBestIndex(sqlite3_vtab *tab, sqlite3_index_info *pIdxInfo){", False
fsDelete,test_onefile.c,164,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int fsDelete(sqlite3_vfs*, const char *zName, int syncDir);", False
fsDelete,test_onefile.c,686,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int fsDelete(sqlite3_vfs *pVfs, const char *zPath, int dirSync){", False
fsdirBestIndex,test_fs.c,171,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int fsdirBestIndex(sqlite3_vtab *tab, sqlite3_index_info *pIdxInfo){", False
fstreeBestIndex,test_fs.c,378,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int fstreeBestIndex(sqlite3_vtab *tab, sqlite3_index_info *pIdxInfo){", False
getIndexArray,test8.c,235,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,static int getIndexArray(, False
insertElement,hash.c,79,void,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,static void insertElement(, False
intarrayBestIndex,test_intarray.c,180,int,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,"static int intarrayBestIndex(sqlite3_vtab *tab, sqlite3_index_info *pIdxInfo){", False
jtDelete,test_journal.c,152,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int jtDelete(sqlite3_vfs*, const char *zName, int syncDir);", False
jtDelete,test_journal.c,733,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int jtDelete(sqlite3_vfs *pVfs, const char *zPath, int dirSync){", False
kvstorageDelete,os_kv.c,172,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int kvstorageDelete(const char*, const char *zKey);", False
kvstorageDelete,os_kv.c,220,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int kvstorageDelete(const char *zClass, const char *zKey){", False
kvvfsDelete,os_kv.c,85,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int kvvfsDelete(sqlite3_vfs*, const char *zName, int syncDir);", False
kvvfsDelete,os_kv.c,856,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int kvvfsDelete(sqlite3_vfs *pVfs, const char *zPath, int dirSync){", False
last_insert_rowid,func.c,606,void,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,static void last_insert_rowid(, False
memdbDelete,memdb.c,628,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int memdbDelete(sqlite3_vfs *pVfs, const char *zPath, int dirSync){", False
multiplexDelete,test_multiplex.c,611,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,static int multiplexDelete(, False
quotaDelete,test_quota.c,488,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,static int quotaDelete(, False
renameColumnSelectCb,alter.c,993,int,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,"static int renameColumnSelectCb(Walker *pWalker, Select *p){", False
renameResolveTrigger,alter.c,1319,int,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,static int renameResolveTrigger(Parse *pParse){, False
renameTableSelectCb,alter.c,1689,int,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,"static int renameTableSelectCb(Walker *pWalker, Select *pSelect){", False
renameUnmapSelectCb,alter.c,875,int,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,"static int renameUnmapSelectCb(Walker *pWalker, Select *p){", False
renameWalkTrigger,alter.c,1432,void,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,"static void renameWalkTrigger(Walker *pWalker, Trigger *pTrigger){", False
resolveSelectStep,resolve.c,1840,int,Other,Unknown,High,Medium,False,True,Unknown function in Other subsystem,"static int resolveSelectStep(Walker *pWalker, Select *p){", False
schemaBestIndex,test_schema.c,262,int,Other,Unknown,High,Low,False,True,Unknown function in Other subsystem,"static int schemaBestIndex(sqlite3_vtab *tab, sqlite3_index_info *pIdxInfo){", False
selectWindowRewriteEList,window.c,858,void,Other,Unknown,High,High,False,True,Unknown function in Other subsystem,static void selectWindowRewriteEList(, False
selectWindowRewriteExprCb,window.c,748,int,Other,Unknown,High,High,False,True,Unknown function in Other subsystem,"static int selectWindowRewriteExprCb(Walker *pWalker, Expr *pExpr){", False
selectWindowRewriteSelectCb,window.c,831,int,Other,Unknown,High,High,False,True,Unknown function in Other subsystem,"static int selectWindowRewriteSelectCb(Walker *pWalker, Select *pSelect){", False
sqlite3AlterBeginAddColumn,alter.c,483,void,Other,Result Retrieval,High,High,True,False,Result Retrieval function in Other subsystem,"void sqlite3AlterBeginAddColumn(Parse *pParse, SrcList *pSrc){", False
sqlite3AlterDropColumn,alter.c,2172,void,Other,Result Retrieval,High,High,True,False,Result Retrieval function in Other subsystem,"void sqlite3AlterDropColumn(Parse *pParse, SrcList *pSrc, const Token *pName){", False
sqlite3AlterFinishAddColumn,alter.c,313,void,Other,Result Retrieval,High,High,True,False,Result Retrieval function in Other subsystem,"void sqlite3AlterFinishAddColumn(Parse *pParse, Token *pColDef){", False
sqlite3AlterRenameColumn,alter.c,596,void,Other,Result Retrieval,High,High,True,False,Result Retrieval function in Other subsystem,void sqlite3AlterRenameColumn(, False
sqlite3CantopenError,main.c,3940,int,Other,Database Connection,High,Medium,True,False,Database Connection function in Other subsystem,int sqlite3CantopenError(int lineno){, False
sqlite3Close,main.c,1246,int,Other,Database Connection,High,Low,True,True,Database Connection function in Other subsystem,"static int sqlite3Close(sqlite3 *db, int forceZombie){", False
sqlite3CloseExtensions,loadext.c,727,void,Other,Database Connection,High,High,True,False,Database Connection function in Other subsystem,void sqlite3CloseExtensions(sqlite3 *db){, False
sqlite3CloseSavepoints,main.c,1167,void,Other,Database Connection,High,High,True,False,Database Connection function in Other subsystem,void sqlite3CloseSavepoints(sqlite3 *db){, False
sqlite3ConnectionClosed,notify.c,328,void,Other,Database Connection,High,High,True,False,Database Connection function in Other subsystem,void sqlite3ConnectionClosed(sqlite3 *db){, False
sqlite3Delete83Name,test_delete.c,46,void,Other,Unknown,High,Medium,True,True,Unknown function in Other subsystem,static void sqlite3Delete83Name(char *z){, False
sqlite3DeleteUnlinkIfExists,test_delete.c,60,int,Other,Unknown,High,High,True,True,Unknown function in Other subsystem,static int sqlite3DeleteUnlinkIfExists(, False
sqlite3FixSelect,attach.c,576,int,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,int sqlite3FixSelect(, False
sqlite3FixTriggerStep,attach.c,591,int,Other,Statement Execution,High,High,True,False,Statement Execution function in Other subsystem,int sqlite3FixTriggerStep(, False
sqlite3FkClearTriggerCache,fkey.c,704,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,"void sqlite3FkClearTriggerCache(sqlite3 *db, int iDb){", False
sqlite3FkDelete,fkey.c,1447,void,Other,Unknown,High,Low,True,False,Unknown function in Other subsystem,"void sqlite3FkDelete(sqlite3 *db, Table *pTab){", False
sqlite3FkLocateIndex,fkey.c,183,int,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,int sqlite3FkLocateIndex(, False
sqlite3InsertBuiltinFuncs,callback.c,358,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,void sqlite3InsertBuiltinFuncs(, False
sqlite3JournalOpen,memjournal.c,353,int,Other,Database Connection,High,Medium,True,False,Database Connection function in Other subsystem,int sqlite3JournalOpen(, False
sqlite3LeaveMutexAndCloseZombie,main.c,1355,void,Other,Database Connection,High,High,True,False,Database Connection function in Other subsystem,void sqlite3LeaveMutexAndCloseZombie(sqlite3 *db){, False
sqlite3MemJournalOpen,memjournal.c,391,void,Other,Database Connection,High,High,True,False,Database Connection function in Other subsystem,void sqlite3MemJournalOpen(sqlite3_file *pJfd){, False
sqlite3OsDelete,test_devsym.c,263,return,Other,Unknown,High,Low,True,False,Unknown function in Other subsystem,"return sqlite3OsDelete(g.pVfs, zPath, dirSync);", False
sqlite3OsDelete,test_journal.c,743,return,Other,Unknown,High,Low,True,False,Unknown function in Other subsystem,"return sqlite3OsDelete(g.pVfs, zPath, dirSync);", False
sqlite3OsDlOpen,test_devsym.c,298,return,Other,Database Connection,High,Low,True,False,Database Connection function in Other subsystem,"return sqlite3OsDlOpen(g.pVfs, zPath);", False
sqlite3OsDlOpen,test_vfs.c,777,return,Other,Database Connection,High,Low,True,False,Database Connection function in Other subsystem,"return sqlite3OsDlOpen(PARENTVFS(pVfs), zPath);", False
sqlite3OsOpen,memjournal.c,370,return,Other,Database Connection,High,Low,True,False,Database Connection function in Other subsystem,"return sqlite3OsOpen(pVfs, zName, pJfd, flags, 0);", False
sqlite3PcacheClose,pcache.c,729,void,Other,Database Connection,High,Medium,True,False,Database Connection function in Other subsystem,void sqlite3PcacheClose(PCache *pCache){, False
sqlite3PcacheOpen,pcache.c,333,int,Other,Database Connection,High,Medium,True,False,Database Connection function in Other subsystem,int sqlite3PcacheOpen(, False
sqlite3ResolveSelectNames,resolve.c,2242,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,void sqlite3ResolveSelectNames(, False
sqlite3RowSetDelete,rowset.c,172,void,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,void sqlite3RowSetDelete(void *pArg){, False
sqlite3RowSetInsert,rowset.c,210,void,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,"void sqlite3RowSetInsert(RowSet *p, i64 rowid){", False
sqlite3SchemaToIndex,prepare.c,541,int,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,"int sqlite3SchemaToIndex(sqlite3 *db, Schema *pSchema){", False
sqlite3SelectWalkNoop,walker.c,258,int,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,"int sqlite3SelectWalkNoop(Walker *NotUsed, Select *NotUsed2){", False
sqlite3ShowSelect,treeview.c,1304,void,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,"void sqlite3ShowSelect(const Select *p){ sqlite3TreeViewSelect(0,p,0); }", False
sqlite3ShowTrigger,treeview.c,1314,void,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,"void sqlite3ShowTrigger(const Trigger *p){ sqlite3TreeViewTrigger(0,p,0,0); }", False
sqlite3ShowTriggerList,treeview.c,1315,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,"void sqlite3ShowTriggerList(const Trigger *p){ sqlite3TreeViewTrigger(0,p,0,1);}", False
sqlite3ShowTriggerStep,treeview.c,1308,void,Other,Statement Execution,High,High,True,False,Statement Execution function in Other subsystem,void sqlite3ShowTriggerStep(const TriggerStep *p){, False
sqlite3ShowTriggerStepList,treeview.c,1311,void,Other,Statement Execution,High,High,True,False,Statement Execution function in Other subsystem,void sqlite3ShowTriggerStepList(const TriggerStep *p){, False
sqlite3ThreadJoin,threads.c,88,int,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,"int sqlite3ThreadJoin(SQLiteThread *p, void **ppOut){", False
sqlite3ThreadJoin,threads.c,184,int,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,"int sqlite3ThreadJoin(SQLiteThread *p, void **ppOut){", False
sqlite3ThreadJoin,threads.c,250,int,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,"int sqlite3ThreadJoin(SQLiteThread *p, void **ppOut){", False
sqlite3TreeViewBareExprList,treeview.c,900,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,void sqlite3TreeViewBareExprList(, False
sqlite3TreeViewBareIdList,treeview.c,968,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,void sqlite3TreeViewBareIdList(, False
sqlite3TreeViewBound,treeview.c,384,void,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,void sqlite3TreeViewBound(, False
sqlite3TreeViewColumnList,treeview.c,92,void,Other,Result Retrieval,High,High,True,False,Result Retrieval function in Other subsystem,void sqlite3TreeViewColumnList(, False
sqlite3TreeViewDelete,treeview.c,1035,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,void sqlite3TreeViewDelete(, False
sqlite3TreeViewExpr,treeview.c,501,void,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,"void sqlite3TreeViewExpr(TreeView *pView, const Expr *pExpr, u8 moreToFollow){", False
sqlite3TreeViewExprList,treeview.c,954,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,void sqlite3TreeViewExprList(, False
sqlite3TreeViewIdList,treeview.c,990,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,void sqlite3TreeViewIdList(, False
sqlite3TreeViewInsert,treeview.c,1091,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,void sqlite3TreeViewInsert(, False
sqlite3TreeViewItem,treeview.c,84,void,Other,Unknown,High,Medium,True,True,Unknown function in Other subsystem,"static void sqlite3TreeViewItem(TreeView *p, const char *zLabel,u8 moreFollows){", False
sqlite3TreeViewLine,treeview.c,57,void,Other,Unknown,High,Medium,True,False,Unknown function in Other subsystem,"void sqlite3TreeViewLine(TreeView *p, const char *zFormat, ...){", False
sqlite3TreeViewPop,treeview.c,43,void,Other,Unknown,High,Medium,True,True,Unknown function in Other subsystem,static void sqlite3TreeViewPop(TreeView **pp){, False
sqlite3TreeViewPush,treeview.c,27,void,Other,Unknown,High,Medium,True,True,Unknown function in Other subsystem,"static void sqlite3TreeViewPush(TreeView **pp, u8 moreToFollow){", False
sqlite3TreeViewSelect,treeview.c,268,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,"void sqlite3TreeViewSelect(TreeView *pView, const Select *p, u8 moreToFollow){", False
sqlite3TreeViewSrcList,treeview.c,185,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,"void sqlite3TreeViewSrcList(TreeView *pView, const SrcList *pSrc){", False
sqlite3TreeViewTrigger,treeview.c,1261,void,Other,Unknown,High,High,True,False,Unknown function in Other subsystem,void sqlite3TreeViewTrigger(, False
